language,gloss,form,ipa_tokens,cogid,cogid_source,savelyev_cogid,lexstat_cogid,conflict
Turkish,sky,ɡœk,g œ k,,northeuralex,,,
Turkish,sun,ɡynɛʃ,g y n ɛ ʃ,,northeuralex,,,
Turkish,moon,aj,a j,,northeuralex,,,
Turkish,star,jɯldɯz,j ɯ l d ɯ z,,northeuralex,,,
Turkish,air,hava,h a v a,,northeuralex,,,
Turkish,wind,jɛl,j ɛ l,,northeuralex,,,
Turkish,wind,ɾyzɡaːɾ,ɾ y z g aː ɾ,,northeuralex,,,
Turkish,wave,dalɡa,d a l g a,,northeuralex,,,
Turkish,water,su,s u,,northeuralex,,,
Turkish,stone,taʃ,t a ʃ,,northeuralex,,,
Turkish,ground,jɛɾ,j ɛ ɾ,,northeuralex,,,
Turkish,ground,zɛmin,z ɛ m i n,,northeuralex,,,
Turkish,earth,topɾak,t o p ɾ a k,,northeuralex,,,
Turkish,dust,toz,t o z,,northeuralex,,,
Turkish,smoke,duman,d u m a n,,northeuralex,,,
Turkish,spark,kɯvɯld͡ʒɯm,k ɯ v ɯ l dʒ ɯ m,,northeuralex,,,
Turkish,fire,atɛʃ,a t ɛ ʃ,,northeuralex,,,
Turkish,light,ɯʃɯk,ɯ ʃ ɯ k,,northeuralex,,,
Turkish,shadow,ɡœlɡɛ,g œ l g ɛ,,northeuralex,,,
Turkish,weather,hava,h a v a,,northeuralex,,,
Turkish,fog,pus,p u s,,northeuralex,,,
Turkish,cloud,bulut,b u l u t,,northeuralex,,,
Turkish,rain,jaːmuɾ,j aː m u ɾ,,northeuralex,,,
Turkish,snow,kaɾ,k a ɾ,,northeuralex,,,
Turkish,ice,buz,b u z,,northeuralex,,,
Turkish,frost,don,d o n,,northeuralex,,,
Turkish,chill,soːukluk,s oː u k l u k,,northeuralex,,,
Turkish,heat,sɯd͡ʒaklɯk,s ɯ dʒ a k l ɯ k,,northeuralex,,,
Turkish,hoarfrost,kɯɾt͡ʃ,k ɯ ɾ tʃ,,northeuralex,,,
Turkish,rainbow,ɡœkːuʃaːɯ,g œ kː u ʃ aː ɯ,,northeuralex,,,
Turkish,thunder,ɡœk_ɡyɾlɛmɛsi,g œ k + g y ɾ l ɛ m ɛ s i,,northeuralex,,,
Turkish,current,akɯntɯ,a k ɯ n t ɯ,,northeuralex,,,
Turkish,current,d͡ʒɛɾɛjan,dʒ ɛ ɾ ɛ j a n,,northeuralex,,,
Turkish,drop,damla,d a m l a,,northeuralex,,,
Turkish,foam,kœpyk,k œ p y k,,northeuralex,,,
Turkish,dirt,t͡ʃamuɾ,tʃ a m u ɾ,,northeuralex,,,
Turkish,dirt,pislik,p i s l i k,,northeuralex,,,
Turkish,lake,ɡœl,g œ l,,northeuralex,,,
Turkish,swamp,batak,b a t a k,,northeuralex,,,
Turkish,moor,d͡ʒɯlɡɯt,dʒ ɯ l g ɯ t,,northeuralex,,,
Turkish,meadow,t͡ʃimɛn,tʃ i m ɛ n,,northeuralex,,,
Turkish,forest,koɾu,k o ɾ u,,northeuralex,,,
Turkish,forest,oɾman,o ɾ m a n,,northeuralex,,,
Turkish,hill,tɛpɛ,t ɛ p ɛ,,northeuralex,,,
Turkish,elevation,tymsɛk,t y m s ɛ k,,northeuralex,,,
Turkish,elevation,jyksɛklik,j y k s ɛ k l i k,,northeuralex,,,
Turkish,mountain,daː,d aː,,northeuralex,,,
Turkish,summit,ziɾvɛ,z i ɾ v ɛ,,northeuralex,,,
Turkish,cave,in,i n,,northeuralex,,,
Turkish,cave,maːaɾa,m aː a ɾ a,,northeuralex,,,
Turkish,slope,bajɯɾ,b a j ɯ ɾ,,northeuralex,,,
Turkish,source,pɯnaɾ,p ɯ n a ɾ,,northeuralex,,,
Turkish,source,kajnak,k a j n a k,,northeuralex,,,
Turkish,brook,t͡ʃaj,tʃ a j,,northeuralex,,,
Turkish,brook,dɛɾɛ,d ɛ ɾ ɛ,,northeuralex,,,
Turkish,river,nɛhiɾ,n ɛ h i ɾ,,northeuralex,,,
Turkish,shore,kɯjɯ,k ɯ j ɯ,,northeuralex,,,
Turkish,shore,sahil,s a h i l,,northeuralex,,,
Turkish,coast,kɯjɯ,k ɯ j ɯ,,northeuralex,,,
Turkish,coast,sahil,s a h i l,,northeuralex,,,
Turkish,land,kaɾa,k a ɾ a,,northeuralex,,,
Turkish,sea,dɛniz,d ɛ n i z,,northeuralex,,,
Turkish,"cove, bay",koj,k o j,,northeuralex,,,
Turkish,"cove, bay",kœɾfɛz,k œ ɾ f ɛ z,,northeuralex,,,
Turkish,island,ada,a d a,,northeuralex,,,
Turkish,flower,t͡ʃit͡ʃɛk,tʃ i tʃ ɛ k,,northeuralex,,,
Turkish,grass,ot,o t,,northeuralex,,,
Turkish,grass,t͡ʃim,tʃ i m,,northeuralex,,,
Turkish,trunk,ɡœvdɛ,g œ v d ɛ,,northeuralex,,,
Turkish,limb,dal,d a l,,northeuralex,,,
Turkish,limb,budak,b u d a k,,northeuralex,,,
Turkish,twig,dal,d a l,,northeuralex,,,
Turkish,birch,huʃ,h u ʃ,,northeuralex,,,
Turkish,pine,t͡ʃam,tʃ a m,,northeuralex,,,
Turkish,willow,sœjyt,s œ j y t,,northeuralex,,,
Turkish,fir,t͡ʃam,tʃ a m,,northeuralex,,,
Turkish,fir,kœknaɾ,k œ k n a ɾ,,northeuralex,,,
Turkish,fur,post,p o s t,,northeuralex,,,
Turkish,wing,kanat,k a n a t,,northeuralex,,,
Turkish,claw,pɛnt͡ʃɛ,p ɛ n tʃ ɛ,,northeuralex,,,
Turkish,paw,tɯɾnak,t ɯ ɾ n a k,,northeuralex,,,
Turkish,nest,juva,j u v a,,northeuralex,,,
Turkish,lair,in,i n,,northeuralex,,,
Turkish,animal,hajvan,h a j v a n,,northeuralex,,,
Turkish,flock,syɾy,s y ɾ y,,northeuralex,,,
Turkish,cow,inɛk,i n ɛ k,,northeuralex,,,
Turkish,bull,boːa,b oː a,,northeuralex,,,
Turkish,horse,at,a t,,northeuralex,,,
Turkish,horse,bɛjɡiɾ,b ɛ j g i ɾ,,northeuralex,,,
Turkish,sheep,kojun,k o j u n,,northeuralex,,,
Turkish,pig,domuz,d o m u z,,northeuralex,,,
Turkish,cat,kɛdi,k ɛ d i,,northeuralex,,,
Turkish,bear,ajɯ,a j ɯ,,northeuralex,,,
Turkish,squirrel,sind͡ʒap,s i n dʒ a p,,northeuralex,,,
Turkish,elk,byjyk_kuzɛj_ɡɛjiji,b y j y k + k u z ɛ j + g ɛ j i j i,,northeuralex,,,
Turkish,fox,tilki,t i l k i,,northeuralex,,,
Turkish,hare,tavʃan,t a v ʃ a n,,northeuralex,,,
Turkish,mouse,faɾɛ,f a ɾ ɛ,,northeuralex,,,
Turkish,mouse,sɯt͡ʃan,s ɯ tʃ a n,,northeuralex,,,
Turkish,wolf,kuɾt,k u ɾ t,,northeuralex,,,
Turkish,swarm,syɾy,s y ɾ y,,northeuralex,,,
Turkish,chicken,tavuk,t a v u k,,northeuralex,,,
Turkish,cock,hoɾoz,h o ɾ o z,,northeuralex,,,
Turkish,goose,kaz,k a z,,northeuralex,,,
Turkish,eagle,kaɾtal,k a ɾ t a l,,northeuralex,,,
Turkish,eagle,kaɾakuʃ,k a ɾ a k u ʃ,,northeuralex,,,
Turkish,duck,œɾdɛk,œ ɾ d ɛ k,,northeuralex,,,
Turkish,owl,bajkuʃ,b a j k u ʃ,,northeuralex,,,
Turkish,crane,tuɾna,t u ɾ n a,,northeuralex,,,
Turkish,crow,kaɾɡa,k a ɾ g a,,northeuralex,,,
Turkish,cuckoo,ɡuɡuk,g u g u k,,northeuralex,,,
Turkish,swan,kuːu,k uː u,,northeuralex,,,
Turkish,perch,hani,h a n i,,northeuralex,,,
Turkish,perch,lɛvɾɛk,l ɛ v ɾ ɛ k,,northeuralex,,,
Turkish,pike,tuɾnabalɯːɯ,t u ɾ n a b a l ɯː ɯ,,northeuralex,,,
Turkish,snake,jɯlan,j ɯ l a n,,northeuralex,,,
Turkish,worm,kuɾt,k u ɾ t,,northeuralex,,,
Turkish,worm,solud͡ʒan,s o l u dʒ a n,,northeuralex,,,
Turkish,spider,œɾymd͡ʒɛk,œ ɾ y m dʒ ɛ k,,northeuralex,,,
Turkish,ant,kaɾɯnd͡ʒa,k a ɾ ɯ n dʒ a,,northeuralex,,,
Turkish,gnat,sivɾisinɛk,s i v ɾ i s i n ɛ k,,northeuralex,,,
Turkish,fly,sinɛk,s i n ɛ k,,northeuralex,,,
Turkish,butterfly,kɛlɛbɛk,k ɛ l ɛ b ɛ k,,northeuralex,,,
Turkish,berry,tanɛ,t a n ɛ,,northeuralex,,,
Turkish,apple,ɛlma,ɛ l m a,,northeuralex,,,
Turkish,mushroom,mantaɾ,m a n t a ɾ,,northeuralex,,,
Turkish,onion,soːan,s oː a n,,northeuralex,,,
Turkish,grain,tanɛ,t a n ɛ,,northeuralex,,,
Turkish,hay,kuɾu_ot,k u ɾ u + o t,,northeuralex,,,
Turkish,"peel, husk",kabuk,k a b u k,,northeuralex,,,
Turkish,pit,t͡ʃukuɾ,tʃ u k u ɾ,,northeuralex,,,
Turkish,trap,tuzak,t u z a k,,northeuralex,,,
Turkish,noose,ilmik,i l m i k,,northeuralex,,,
Turkish,track,iz,i z,,northeuralex,,,
Turkish,ash,kyl,k y l,,northeuralex,,,
Turkish,filth,pislik,p i s l i k,,northeuralex,,,
Turkish,iron,dɛmiɾ,d ɛ m i ɾ,,northeuralex,,,
Turkish,gold,altɯn,a l t ɯ n,,northeuralex,,,
Turkish,silver,ɡymyʃ,g y m y ʃ,,northeuralex,,,
Turkish,coal,kœmyɾ,k œ m y ɾ,,northeuralex,,,
Turkish,glass,d͡ʒam,dʒ a m,,northeuralex,,,
Turkish,clay,balt͡ʃɯk,b a l tʃ ɯ k,,northeuralex,,,
Turkish,sand,kum,k u m,,northeuralex,,,
Turkish,human,insan,i n s a n,,northeuralex,,,
Turkish,child,t͡ʃod͡ʒuk,tʃ o dʒ u k,,northeuralex,,,
Turkish,boy,ɛɾkɛk_t͡ʃod͡ʒuk,ɛ ɾ k ɛ k + tʃ o dʒ u k,,northeuralex,,,
Turkish,girl,kɯz,k ɯ z,,northeuralex,,,
Turkish,family,ailɛ,a i l ɛ,,northeuralex,,,
Turkish,grandfather,dɛdɛ,d ɛ d ɛ,,northeuralex,,,
Turkish,grandfather,byjykbaba,b y j y k b a b a,,northeuralex,,,
Turkish,grandmother,ninɛ,n i n ɛ,,northeuralex,,,
Turkish,grandmother,byjykanːɛ,b y j y k a nː ɛ,,northeuralex,,,
Turkish,parents,ɛbɛvɛjn,ɛ b ɛ v ɛ j n,,northeuralex,,,
Turkish,parents,ana_baba,a n a + b a b a,,northeuralex,,,
Turkish,father,ata,a t a,,northeuralex,,,
Turkish,father,baba,b a b a,,northeuralex,,,
Turkish,mother,ana,a n a,,northeuralex,,,
Turkish,mother,anːɛ,a nː ɛ,,northeuralex,,,
Turkish,son,oːul,oː u l,,northeuralex,,,
Turkish,daughter,kɯz,k ɯ z,,northeuralex,,,
Turkish,daughter,kɯz_ɛvlaːt,k ɯ z + ɛ v l aː t,,northeuralex,,,
Turkish,brother,abi,a b i,,northeuralex,,,
Turkish,brother,ɛɾkɛk_kaɾdɛʃ,ɛ ɾ k ɛ k + k a ɾ d ɛ ʃ,,northeuralex,,,
Turkish,sister,abla,a b l a,,northeuralex,,,
Turkish,sister,kɯz_kaɾdɛʃ,k ɯ z + k a ɾ d ɛ ʃ,,northeuralex,,,
Turkish,uncle,dajɯ,d a j ɯ,,northeuralex,,,
Turkish,aunt,hala,h a l a,,northeuralex,,,
Turkish,aunt,tɛjzɛ,t ɛ j z ɛ,,northeuralex,,,
Turkish,husband,kod͡ʒa,k o dʒ a,,northeuralex,,,
Turkish,wife,kaɾɯ,k a ɾ ɯ,,northeuralex,,,
Turkish,joy,nɛʃɛ,n ɛ ʃ ɛ,,northeuralex,,,
Turkish,joy,sɛvint͡ʃ,s ɛ v i n tʃ,,northeuralex,,,
Turkish,laughter,ɡylmɛ,g y l m ɛ,,northeuralex,,,
Turkish,laughter,kahkaha,k a h k a h a,,northeuralex,,,
Turkish,happiness,mutluluk,m u t l u l u k,,northeuralex,,,
Turkish,grief,dɛɾt,d ɛ ɾ t,,northeuralex,,,
Turkish,grief,kɛdɛɾ,k ɛ d ɛ ɾ,,northeuralex,,,
Turkish,wish,aɾzu,a ɾ z u,,northeuralex,,,
Turkish,wish,istɛk,i s t ɛ k,,northeuralex,,,
Turkish,desire,aɾzu,a ɾ z u,,northeuralex,,,
Turkish,desire,hɛvɛs,h ɛ v ɛ s,,northeuralex,,,
Turkish,spirit,tin,t i n,,northeuralex,,,
Turkish,thought,fikiɾ,f i k i ɾ,,northeuralex,,,
Turkish,thought,dyʃynd͡ʒɛ,d y ʃ y n dʒ ɛ,,northeuralex,,,
Turkish,memory,bɛlːɛk,b ɛ lː ɛ k,,northeuralex,,,
Turkish,mind,zɛkaː,z ɛ k aː,,northeuralex,,,
Turkish,meaning,anlam,a n l a m,,northeuralex,,,
Turkish,reason,sɛbɛp,s ɛ b ɛ p,,northeuralex,,,
Turkish,truth,doːɾuluk,d oː ɾ u l u k,,northeuralex,,,
Turkish,truth,ɡɛɾt͡ʃɛklik,g ɛ ɾ tʃ ɛ k l i k,,northeuralex,,,
Turkish,talk,ɡœɾyʃmɛ,g œ ɾ y ʃ m ɛ,,northeuralex,,,
Turkish,fairy tale,masal,m a s a l,,northeuralex,,,
Turkish,story,œjky,œ j k y,,northeuralex,,,
Turkish,story,hikaːjɛ,h i k aː j ɛ,,northeuralex,,,
Turkish,message,habɛɾ,h a b ɛ ɾ,,northeuralex,,,
Turkish,news,habɛɾ,h a b ɛ ɾ,,northeuralex,,,
Turkish,name,ad,a d,,northeuralex,,,
Turkish,name,isim,i s i m,,northeuralex,,,
Turkish,puzzle,bilmɛd͡ʒɛ,b i l m ɛ dʒ ɛ,,northeuralex,,,
Turkish,speech,sœjlɛv,s œ j l ɛ v,,northeuralex,,,
Turkish,speech,konuʃma,k o n u ʃ m a,,northeuralex,,,
Turkish,language,dil,d i l,,northeuralex,,,
Turkish,language,lisan,l i s a n,,northeuralex,,,
Turkish,voice,sɛs,s ɛ s,,northeuralex,,,
Turkish,word,kɛlimɛ,k ɛ l i m ɛ,,northeuralex,,,
Turkish,sign,iʃaɾɛt,i ʃ a ɾ ɛ t,,northeuralex,,,
Turkish,call,t͡ʃaːɯɾma,tʃ aː ɯ ɾ m a,,northeuralex,,,
Turkish,noise,ʃamata,ʃ a m a t a,,northeuralex,,,
Turkish,noise,ɡyɾylty,g y ɾ y l t y,,northeuralex,,,
Turkish,sound,sɛs,s ɛ s,,northeuralex,,,
Turkish,tone,sɛs,s ɛ s,,northeuralex,,,
Turkish,song,tyɾky,t y ɾ k y,,northeuralex,,,
Turkish,calm,sakinlik,s a k i n l i k,,northeuralex,,,
Turkish,people,halk,h a l k,,northeuralex,,,
Turkish,people,insanlaɾ,i n s a n l a ɾ,,northeuralex,,,
Turkish,nation,ulus,u l u s,,northeuralex,,,
Turkish,nation,milːɛt,m i lː ɛ t,,northeuralex,,,
Turkish,work,iʃ,i ʃ,,northeuralex,,,
Turkish,work,t͡ʃalɯʃma,tʃ a l ɯ ʃ m a,,northeuralex,,,
Turkish,guest,konuk,k o n u k,,northeuralex,,,
Turkish,guest,misafiɾ,m i s a f i ɾ,,northeuralex,,,
Turkish,gift,hɛdijɛ,h ɛ d i j ɛ,,northeuralex,,,
Turkish,gift,aɾmaːan,a ɾ m aː a n,,northeuralex,,,
Turkish,game,ojun,o j u n,,northeuralex,,,
Turkish,company,t͡ʃɛvɾɛ,tʃ ɛ v ɾ ɛ,,northeuralex,,,
Turkish,company,aɾkadaʃlɯk,a ɾ k a d a ʃ l ɯ k,,northeuralex,,,
Turkish,help,jaɾdɯm,j a ɾ d ɯ m,,northeuralex,,,
Turkish,friend,dost,d o s t,,northeuralex,,,
Turkish,friend,aɾkadaʃ,a ɾ k a d a ʃ,,northeuralex,,,
Turkish,companion,aɾkadaʃ,a ɾ k a d a ʃ,,northeuralex,,,
Turkish,matter,iʃ,i ʃ,,northeuralex,,,
Turkish,matter,husus,h u s u s,,northeuralex,,,
Turkish,count,sajɯ,s a j ɯ,,northeuralex,,,
Turkish,sort,t͡ʃɛʃit,tʃ ɛ ʃ i t,,northeuralex,,,
Turkish,piece,tanɛ,t a n ɛ,,northeuralex,,,
Turkish,piece,paɾt͡ʃa,p a ɾ tʃ a,,northeuralex,,,
Turkish,part,kɯsɯm,k ɯ s ɯ m,,northeuralex,,,
Turkish,half,jaɾɯ,j a ɾ ɯ,,northeuralex,,,
Turkish,circle,daiɾɛ,d a i ɾ ɛ,,northeuralex,,,
Turkish,cross,hat͡ʃ,h a tʃ,,northeuralex,,,
Turkish,line,hat,h a t,,northeuralex,,,
Turkish,line,t͡ʃizɡi,tʃ i z g i,,northeuralex,,,
Turkish,stroke,t͡ʃizɡi,tʃ i z g i,,northeuralex,,,
Turkish,gap,aɾalɯk,a ɾ a l ɯ k,,northeuralex,,,
Turkish,distance,mɛsafɛ,m ɛ s a f ɛ,,northeuralex,,,
Turkish,distance,uzaklɯk,u z a k l ɯ k,,northeuralex,,,
Turkish,area,jœɾɛ,j œ ɾ ɛ,,northeuralex,,,
Turkish,space,jɛɾ,j ɛ ɾ,,northeuralex,,,
Turkish,place,jɛɾ,j ɛ ɾ,,northeuralex,,,
Turkish,side,jan,j a n,,northeuralex,,,
Turkish,side,taɾaf,t a ɾ a f,,northeuralex,,,
Turkish,middle,oɾta,o ɾ t a,,northeuralex,,,
Turkish,middle,mɛɾkɛz,m ɛ ɾ k ɛ z,,northeuralex,,,
Turkish,item,ʃɛj,ʃ ɛ j,,northeuralex,,,
Turkish,thing,iʃ,i ʃ,,northeuralex,,,
Turkish,thing,ʃɛj,ʃ ɛ j,,northeuralex,,,
Turkish,fringe,kɛnaɾ,k ɛ n a ɾ,,northeuralex,,,
Turkish,edge,kɛnaɾ,k ɛ n a ɾ,,northeuralex,,,
Turkish,corner,kœʃɛ,k œ ʃ ɛ,,northeuralex,,,
Turkish,tip,ut͡ʃ,u tʃ,,northeuralex,,,
Turkish,tip,baʃ,b a ʃ,,northeuralex,,,
Turkish,end,ut͡ʃ,u tʃ,,northeuralex,,,
Turkish,hole,ojuk,o j u k,,northeuralex,,,
Turkish,hole,dɛlik,d ɛ l i k,,northeuralex,,,
Turkish,angle,kœʃɛ,k œ ʃ ɛ,,northeuralex,,,
Turkish,pattern,œɾnɛk,œ ɾ n ɛ k,,northeuralex,,,
Turkish,size,byjyklyk,b y j y k l y k,,northeuralex,,,
Turkish,length,uzunluk,u z u n l u k,,northeuralex,,,
Turkish,height,jyksɛklik,j y k s ɛ k l i k,,northeuralex,,,
Turkish,weight,aːɯɾlɯk,aː ɯ ɾ l ɯ k,,northeuralex,,,
Turkish,amount,miktaɾ,m i k t a ɾ,,northeuralex,,,
Turkish,heap,kymɛ,k y m ɛ,,northeuralex,,,
Turkish,heap,jɯːɯn,j ɯː ɯ n,,northeuralex,,,
Turkish,row,sɯɾa,s ɯ ɾ a,,northeuralex,,,
Turkish,boat,kajɯk,k a j ɯ k,,northeuralex,,,
Turkish,boat,sandal,s a n d a l,,northeuralex,,,
Turkish,oar,kyɾɛk,k y ɾ ɛ k,,northeuralex,,,
Turkish,sleigh,kɯzak,k ɯ z a k,,northeuralex,,,
Turkish,ski,kajak,k a j a k,,northeuralex,,,
Turkish,campfire,kamp_atɛʃi,k a m p + a t ɛ ʃ i,,northeuralex,,,
Turkish,load,jyk,j y k,,northeuralex,,,
Turkish,walk,ɡidiʃ,g i d i ʃ,,northeuralex,,,
Turkish,walk,jyɾyjyʃ,j y ɾ y j y ʃ,,northeuralex,,,
Turkish,step,adɯm,a d ɯ m,,northeuralex,,,
Turkish,north,kuzɛj,k u z ɛ j,,northeuralex,,,
Turkish,south,ɡynɛj,g y n ɛ j,,northeuralex,,,
Turkish,west,batɯ,b a t ɯ,,northeuralex,,,
Turkish,east,doːu,d oː u,,northeuralex,,,
Turkish,wood,aːat͡ʃ,aː a tʃ,,northeuralex,,,
Turkish,wood,tahta,t a h t a,,northeuralex,,,
Turkish,board,tahta,t a h t a,,northeuralex,,,
Turkish,slab,lɛvha,l ɛ v h a,,northeuralex,,,
Turkish,"support, rest",dajak,d a j a k,,northeuralex,,,
Turkish,"support, rest",dɛstɛk,d ɛ s t ɛ k,,northeuralex,,,
Turkish,pole,t͡ʃubuk,tʃ u b u k,,northeuralex,,,
Turkish,stick,sopa,s o p a,,northeuralex,,,
Turkish,stick,dɛjnɛk,d ɛ j n ɛ k,,northeuralex,,,
Turkish,staff,sɯɾɯk,s ɯ ɾ ɯ k,,northeuralex,,,
Turkish,staff,baston,b a s t o n,,northeuralex,,,
Turkish,pipe,boɾu,b o ɾ u,,northeuralex,,,
Turkish,house,ɛv,ɛ v,,northeuralex,,,
Turkish,home,ɛv,ɛ v,,northeuralex,,,
Turkish,home,juɾt,j u ɾ t,,northeuralex,,,
Turkish,stove,soba,s o b a,,northeuralex,,,
Turkish,floor,taban,t a b a n,,northeuralex,,,
Turkish,floor,dœʃɛmɛ,d œ ʃ ɛ m ɛ,,northeuralex,,,
Turkish,table,masa,m a s a,,northeuralex,,,
Turkish,chair,iskɛmlɛ,i s k ɛ m l ɛ,,northeuralex,,,
Turkish,chair,sandaljɛ,s a n d a l j ɛ,,northeuralex,,,
Turkish,cradle,bɛʃik,b ɛ ʃ i k,,northeuralex,,,
Turkish,bed,jatak,j a t a k,,northeuralex,,,
Turkish,shelf,ɾaf,ɾ a f,,northeuralex,,,
Turkish,box,sandɯk,s a n d ɯ k,,northeuralex,,,
Turkish,window,pɛnd͡ʒɛɾɛ,p ɛ n dʒ ɛ ɾ ɛ,,northeuralex,,,
Turkish,door,kapɯ,k a p ɯ,,northeuralex,,,
Turkish,gate,kapɯ,k a p ɯ,,northeuralex,,,
Turkish,fence,t͡ʃit,tʃ i t,,northeuralex,,,
Turkish,roof,dam,d a m,,northeuralex,,,
Turkish,roof,t͡ʃatɯ,tʃ a t ɯ,,northeuralex,,,
Turkish,ladder,mɛɾdivɛn,m ɛ ɾ d i v ɛ n,,northeuralex,,,
Turkish,broom,sypyɾɡɛ,s y p y ɾ g ɛ,,northeuralex,,,
Turkish,spade,bɛl,b ɛ l,,northeuralex,,,
Turkish,shovel,kyɾɛk,k y ɾ ɛ k,,northeuralex,,,
Turkish,fork,t͡ʃatal,tʃ a t a l,,northeuralex,,,
Turkish,spoon,kaʃɯk,k a ʃ ɯ k,,northeuralex,,,
Turkish,knife,bɯt͡ʃak,b ɯ tʃ a k,,northeuralex,,,
Turkish,nail,t͡ʃivi,tʃ i v i,,northeuralex,,,
Turkish,net,aː,aː,,northeuralex,,,
Turkish,hook,t͡ʃɛnɡɛl,tʃ ɛ n g ɛ l,,northeuralex,,,
Turkish,handle,kulp,k u l p,,northeuralex,,,
Turkish,handle,tutamak,t u t a m a k,,northeuralex,,,
Turkish,lock,kilit,k i l i t,,northeuralex,,,
Turkish,picture,imad͡ʒ,i m a dʒ,,northeuralex,,,
Turkish,picture,ɾɛsim,ɾ ɛ s i m,,northeuralex,,,
Turkish,figure,ʃɛkil,ʃ ɛ k i l,,northeuralex,,,
Turkish,figure,hɛjkɛl,h ɛ j k ɛ l,,northeuralex,,,
Turkish,doll,kukla,k u k l a,,northeuralex,,,
Turkish,pouch,kɛsɛ,k ɛ s ɛ,,northeuralex,,,
Turkish,pouch,toɾba,t o ɾ b a,,northeuralex,,,
Turkish,bundle,dɛstɛ,d ɛ s t ɛ,,northeuralex,,,
Turkish,bag,t͡ʃanta,tʃ a n t a,,northeuralex,,,
Turkish,bucket,kova,k o v a,,northeuralex,,,
Turkish,"cover, lid",kapak,k a p a k,,northeuralex,,,
Turkish,dishes,kap_kad͡ʒak,k a p + k a dʒ a k,,northeuralex,,,
Turkish,sack,toɾba,t o ɾ b a,,northeuralex,,,
Turkish,cup,find͡ʒan,f i n dʒ a n,,northeuralex,,,
Turkish,pot,tɛnd͡ʒɛɾɛ,t ɛ n dʒ ɛ ɾ ɛ,,northeuralex,,,
Turkish,kettle,kazan,k a z a n,,northeuralex,,,
Turkish,meal,jɛmɛk,j ɛ m ɛ k,,northeuralex,,,
Turkish,food,ɡɯda,g ɯ d a,,northeuralex,,,
Turkish,food,bɛsin,b ɛ s i n,,northeuralex,,,
Turkish,dish,jɛmɛk,j ɛ m ɛ k,,northeuralex,,,
Turkish,meat,ɛt,ɛ t,,northeuralex,,,
Turkish,corn,tahɯl,t a h ɯ l,,northeuralex,,,
Turkish,corn,hububat,h u b u b a t,,northeuralex,,,
Turkish,mush,ɛzmɛ,ɛ z m ɛ,,northeuralex,,,
Turkish,bread,ɛkmɛk,ɛ k m ɛ k,,northeuralex,,,
Turkish,slice,dilim,d i l i m,,northeuralex,,,
Turkish,fat,jaː,j aː,,northeuralex,,,
Turkish,butter,tɛɾɛjaːɯ,t ɛ ɾ ɛ j aː ɯ,,northeuralex,,,
Turkish,oil,jaː,j aː,,northeuralex,,,
Turkish,oil,akaɾ_jaː,a k a ɾ + j aː,,northeuralex,,,
Turkish,salt,tuz,t u z,,northeuralex,,,
Turkish,soup,t͡ʃoɾba,tʃ o ɾ b a,,northeuralex,,,
Turkish,honey,bal,b a l,,northeuralex,,,
Turkish,milk,syt,s y t,,northeuralex,,,
Turkish,tea,t͡ʃaj,tʃ a j,,northeuralex,,,
Turkish,leather,dɛɾi,d ɛ ɾ i,,northeuralex,,,
Turkish,leather,mɛʃin,m ɛ ʃ i n,,northeuralex,,,
Turkish,wool,jyn,j y n,,northeuralex,,,
Turkish,cloth,kumaʃ,k u m a ʃ,,northeuralex,,,
Turkish,needle,ijnɛ,i j n ɛ,,northeuralex,,,
Turkish,thread,tiɾɛ,t i ɾ ɛ,,northeuralex,,,
Turkish,thread,iplik,i p l i k,,northeuralex,,,
Turkish,button,dyjmɛ,d y j m ɛ,,northeuralex,,,
Turkish,knot,dyjym,d y j y m,,northeuralex,,,
Turkish,paint,boja,b o j a,,northeuralex,,,
Turkish,clothes,ɡijim,g i j i m,,northeuralex,,,
Turkish,shirt,ɡœmlɛk,g œ m l ɛ k,,northeuralex,,,
Turkish,collar,jaka,j a k a,,northeuralex,,,
Turkish,sleeve,jɛn,j ɛ n,,northeuralex,,,
Turkish,sleeve,ɛlbisɛ_kolu,ɛ l b i s ɛ + k o l u,,northeuralex,,,
Turkish,trousers,pantolon,p a n t o l o n,,northeuralex,,,
Turkish,belt,kuʃak,k u ʃ a k,,northeuralex,,,
Turkish,cap,bɛɾɛ,b ɛ ɾ ɛ,,northeuralex,,,
Turkish,cap,kaskɛt,k a s k ɛ t,,northeuralex,,,
Turkish,shoe,kunduɾa,k u n d u ɾ a,,northeuralex,,,
Turkish,shoe,ajakːabɯ,a j a kː a b ɯ,,northeuralex,,,
Turkish,boot,t͡ʃizmɛ,tʃ i z m ɛ,,northeuralex,,,
Turkish,ring,jyzyk,j y z y k,,northeuralex,,,
Turkish,ribbon,baː,b aː,,northeuralex,,,
Turkish,ribbon,ʃɛɾit,ʃ ɛ ɾ i t,,northeuralex,,,
Turkish,comb,taɾak,t a ɾ a k,,northeuralex,,,
Turkish,mirror,ajna,a j n a,,northeuralex,,,
Turkish,strap,kajɯʃ,k a j ɯ ʃ,,northeuralex,,,
Turkish,string,ip,i p,,northeuralex,,,
Turkish,string,sid͡ʒim,s i dʒ i m,,northeuralex,,,
Turkish,leash,kajɯʃ,k a j ɯ ʃ,,northeuralex,,,
Turkish,blanket,œɾty,œ ɾ t y,,northeuralex,,,
Turkish,blanket,joɾɡan,j o ɾ g a n,,northeuralex,,,
